Código da IES,Sigla da IES,Nome da IES,Categoria Administrativa,Organização Acadêmica,Situaçao da IES,Sinalização da IES,Código do Curso,Nome do Curso,Grau,Modalidade,Situação do Curso,Qt. Vagas Autorizadas,Carga Horária,Tipo de Periodicidade,Integralização - Turno Integral,Quantitativo de Vagas - Integral,Integralização - Turno Matutino,Quantitativo de Vagas - Matutino,Integralização - Turno Vespertino,Quantitativo de Vagas - Vespertino,Integralização - Turno Noturno,Quantitativo de Vagas - Noturno,Sinalização do Curso,Código do Endereço,Nome do Campus,Endereço,Número Endereço,Complemento,Bairro,Código do Município,Município,UF,Início Funcionamento,Data Ato de Criação,Valor CC,Ano CC,CPC Faixa,CPC Contínuo,CPC Ano, Valor IDD,IDD Ano,Valor ENADE,ENADE Ano,Código Rótulo CINE,Rótulo CINE,Código Área Detalhada CINE,Área Detalhada CINE,Código Área Específica CINE,Área Específica CINE,Código Área Geral CINE , Área Geral CINE 
19512,,Centro Universitário Imepac - Araguari,Privada com fins lucrativos,Centro Universitário,Ativa,,84352,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,7660,Semestral,12.0 Semestres,120,,,,,,,,1069631,Unidade Sede,Avenida Minas Gerais,1.889,,Centro,000000003103504,Araguari,MG,14/02/2005,2004-04-16,,,3,290,2016,3,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
47,UEG,UNIVERSIDADE ESTADUAL DE GOIÁS,Pública Estadual,Universidade,Ativa,,1458090,MEDICINA,Bacharelado,Educação Presencial,Em atividade,24,8955,Anual,6.00 Anos,24,,,,,,,,493,CÂMPUS ITUMBIARA,AV.TABEL. BARTOLOMEU DIAS DA ROCHA,S/Nº,CONJUNTO HABITACIONAL PARANAÍBA,PLANALTO,000000005211503,Itumbiara,GO,01/08/2018,2017-06-28,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3226,ITPAC,FACULDADE DE MEDICINA,Privada com fins lucrativos,Faculdade ,Ativa,,58424,MEDICINA,Bacharelado,Educação Presencial,Em extinção,60,7723,Semestral,12.0 Semestres,60,,,,,,,,659424,UNIDADE  - ARAGUAÍNA - SETOR OESTE,Avenida Filadélfia,568,,Setor Oeste,000000001702109,Araguaína,TO,01/08/1999,1999-05-19,,,0,,2010,3,2007,2,2010,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1078,,CENTRO UNIVERSITÁRIO INTEGRADO DE CAMPO MOURÃO,Privada com fins lucrativos,Centro Universitário,Ativa,,1399480,MEDICINA,Bacharelado,Educação Presencial,Em atividade,125,7673,Semestral,12.0 Semestres,50,,,,,,,,707034,Unidade Campus,Rodovia BR 158 Km 207,s/n,,Jardim Batel,000000004104303,Campo Mourão,PR,09/11/2017,2017-08-02,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
163,UNESA,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,Universidade,Ativa,,5001183,MEDICINA,Bacharelado,Educação Presencial,Em atividade,170,8549,Semestral,12.0 Semestres,170,,,,,,,,1108141,CITTÁ,Avenida das Américas,700,CITTÁ,Barra da Tijuca,000000003304557,Rio de Janeiro,RJ,27/02/2014,2014-03-28,4,2017,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
717,UFCSPA,FUNDAÇÃO UNIVERSIDADE FEDERAL DE CIÊNCIAS DA SAÚDE DE PORTO ALEGRE,Pública Federal,Universidade,Ativa,,16236,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,9019,Anual,6.0 Anos,100,,,,,,,,1002379,CAMPUS CENTRAL,Rua Sarmento Leite,245,,Centro,000000004314902,Porto Alegre,RS,22/03/1961,1961-02-17,4,2018,4,319,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3974,FESURV,UNIVERSIDADE DE RIO VERDE,Pública Municipal,Universidade,Ativa,,1321864,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,8700,Semestral,12.0 Semestres,120,,,,,,,,1072258,Campus Aparecida de Goiânia,Avenida das Palmeiras,24,,Jardim dos Buritis,000000005201405,Aparecida de Goiânia,GO,28/07/2014,2013-12-03,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
688,UESB,UNIVERSIDADE ESTADUAL DO SUDOESTE DA BAHIA,Pública Estadual,Universidade,Ativa,,80037,MEDICINA,Bacharelado,Educação Presencial,Em atividade,30,8760,Anual,6.0 Anos,30,6.0 Anos,0,6.0 Anos,0,,,,658033,CAMPUS  - VITÓRIA DA CONQUISTA - ZONA RURAL,Estrada do Bem Querer - KM 04,S/N,,Zona Rural,000000002933307,Vitória da Conquista,BA,16/03/2004,2004-08-07,,,4,333,2016,5,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
609,UNIOESTE,UNIVERSIDADE ESTADUAL DO OESTE DO PARANÁ,Pública Estadual,Universidade,Ativa,,1214209,MEDICINA,Bacharelado,Educação Presencial,Em atividade,40,7694,Anual,6.0 Anos,40,,,,,,,,552,CAMPUS DE FRANCISCO BELTRÃO,RUA MARINGÁ,1200,,VILA NOVA,000000004108403,Francisco Beltrão,PR,18/02/2013,,,,,,,,,0,2013,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
17,UFU,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,Pública Federal,Universidade,Ativa,,1439,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,8925,Semestral,12.0 Semestres,120,,,,,,,,790,Campus Umuarama,AV. PARÁ,1720,,UMUARAMA,000000003170206,Uberlândia,MG,01/08/1968,1968-02-15,3,2008,3,278,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
571,UFPR,UNIVERSIDADE FEDERAL DO PARANÁ,Pública Federal,Universidade,Ativa,,12569,MEDICINA,Bacharelado,Educação Presencial,Em atividade,190,8160,Semestral,12.00 Semestres,190,,,,,,,,1005376,campus centro - REITORIA,RUA XV DE NOVEMBRO,1299,,CENTRO,000000004106902,Curitiba,PR,09/12/1912,1938-05-11,4,2018,4,306,2016,3,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
953,UNIMES,UNIVERSIDADE METROPOLITANA DE SANTOS,Privada sem fins lucrativos,Universidade,Ativa,,19206,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,8320,Semestral,12.0 Semestres,80,,,,,,,,688113,UNIMES - Campus II,Avenida Conselheiro Nébias,536,UNIMES - Campus II,Encruzilhada,000000003548500,Santos,SP,01/02/1998,1997-02-23,3,2017,2,186,2016,2,2016,1,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1041,UNIVATES,UNIVERSIDADE DO VALE DO TAQUARI,Privada sem fins lucrativos,Universidade,Ativa,,1179501,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,9140,Semestral,12.00 Semestres,80,,,,,,,,690748,CAMPUS  - LAJEADO - UNIVERSITÁRIO,Rua Avelino Talini,171,,Universitário,000000004311403,Lajeado,RS,22/04/2014,2013-11-28,4,2017,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
398,UNIT,UNIVERSIDADE TIRADENTES,Privada com fins lucrativos,Universidade,Ativa,,1483768,MEDICINA,Bacharelado,Educação Presencial,Em atividade,50,7880,Semestral,12.00 Semestres,0,,,,,,,,518,Campus Estância,Travessa Tenente Eloy,s/n,,Alagoas,000000002802106,Estância,SE,Não iniciado,2020-06-22,,,,,,,,,,,,,,,,,,
22514,,FACULDADE TIRADENTES DE JABOATÃO DOS GUARARAPES,Privada com fins lucrativos,Faculdade ,Ativa,,1408505,MEDICINA,Bacharelado,Educação Presencial,Em atividade,200,7880,Semestral,12.0 Semestres,200,,,,,,,,1082343,Jaboatão dos Guararapes,Avenida General Barreto de Menezes,738,- de 1 a 99999 - lado ímpar,Cajueiro Seco - Piedade,000000002607901,Jaboatão dos Guararapes,PE,25/04/2018,2018-02-09,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
163,UNESA,UNIVERSIDADE ESTÁCIO DE SÁ,Privada com fins lucrativos,Universidade,Ativa,,18594,MEDICINA,Bacharelado,Educação Presencial,Em atividade,240,8188,Semestral,12.0 Semestres,240,,,,,,,,431,Centro I - Presidente Vargas,Av. Presidente Vargas,592-914,Centro I - Presidente Vargas,Centro,000000003304557,Rio de Janeiro,RJ,30/04/1997,1997-03-07,4,2019,3,251,2016,3,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
24470,FMS,Faculdade de Medicina do Sertão,Privada com fins lucrativos,Faculdade ,Ativa,,1483805,MEDICINA,Bacharelado,Educação Presencial,Em atividade,50,9088,Semestral,12.00 Semestres,0,,,,,,,,1108858,Endereço Sede,Avenida Osvaldo Cruz,10.017,BR 232, km 270,São Cristóvão,000000002601201,Arcoverde,PE,Não iniciado,2020-06-08,,,,,,,,,,,,,,,,,,
322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,5001419,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7200,Semestral,12.0 Semestres,100,,,,,,,,373,Sorocaba I,Avenida Independência,210,,Iporanga,000000003552205,Sorocaba,SP,Não iniciado,2018-03-07,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1036,UEMG,UNIVERSIDADE DO ESTADO DE MINAS GERAIS,Pública Estadual,Universidade,Ativa,,1334344,MEDICINA,Bacharelado,Educação Presencial,Em atividade,40,7245,Semestral,12.0 Semestres,40,,,,,,,,697594,UNIDADE PASSOS,Avenida Juca Stockler,1130,,Belo Horizonte,000000003147907,Passos,MG,01/03/2016,2015-08-11,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3974,FESURV,UNIVERSIDADE DE RIO VERDE,Pública Municipal,Universidade,Ativa,,1477973,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,8700,Semestral,12.0 Semestres,120,,,,,,,,1101685,Universidade de Rio Verde Campus Formosa,Avenida Brasília,2016,,Formosinha,000000005208004,Formosa,GO,06/02/2019,2018-07-06,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
441,UNC,UNIVERSIDADE DO CONTESTADO,Privada sem fins lucrativos,Universidade,Ativa,,1399287,MEDICINA,Bacharelado,Educação Presencial,Em atividade,36,8040,Semestral,12.00 Semestres,36,,,,,,,,336,UnC Campus Mafra,Av. Presidente Nereu Ramos,1071,,Jardim do Moinho,000000004210100,Mafra,SC,31/07/2017,2017-02-21,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
571,UFPR,UNIVERSIDADE FEDERAL DO PARANÁ,Pública Federal,Universidade,Ativa,,5001466,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7760,Semestral,12.00 Semestres,60,,,,,,,,1106574,Campus Toledo,Area Área Rural,S/N,Campus Toledo,Área Rural de Toledo,000000004127700,Toledo,PR,21/03/2016,2018-11-30,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
10,PUCPR,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ,Privada sem fins lucrativos,Universidade,Ativa,,1059179,MEDICINA,Bacharelado,Educação Presencial,Em atividade,90,7770,Semestral,12.00 Semestres,60,,,,,,,,1496,Campus Londrina,Av. Jockey Club,485,Campus Londrina,Vila Hípica,000000004113700,Londrina,PR,01/08/2012,2012-06-06,4,2017,,,,,,0,2013,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1,UFMT,UNIVERSIDADE FEDERAL DE MATO GROSSO,Pública Federal,Universidade,Ativa,,1261972,MEDICINA,Bacharelado,Educação Presencial,Em atividade,60,7552,Semestral,12.00 Semestres,60,,,,,,,,105345,Campus Universitário  de Sinop,Avenida Alexandre Ferronato ,1200,,Distrito Industrial,000000005107909,Sinop,MT,14/04/2014,2013-12-12,4,2019,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
4522,UNISALESIANO,CENTRO UNIVERSITÁRIO CATÓLICO SALESIANO AUXILIUM,Privada sem fins lucrativos,Centro Universitário,Ativa,Credenciamento EaD Provisório,1399486,MEDICINA,Bacharelado,Educação Presencial,Em atividade,107,7733,Semestral,12.00 Semestres,107,,,,,,,,3877,Campus Araçatuba,Rodovia Senador Teotônio Vilela,Km 8,5,,Alvorada,000000003502804,Araçatuba,SP,19/02/2018,2017-11-01,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
417,UNICID,UNIVERSIDADE CIDADE DE SÃO PAULO,Privada com fins lucrativos,Universidade,Ativa,,57402,MEDICINA,Bacharelado,Educação Presencial,Em atividade,276,7600,Semestral,12.00 Semestres,176,,,,,,,,1002328,Universidade Cidade de São Paulo - UNICID - Sede,Rua Cesário Galero,448/475,474,Tatuapé,000000003550308,São Paulo,SP,16/02/2004,2002-10-24,4,2018,4,347,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
2082,FCM-PB,FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA,Privada com fins lucrativos,Faculdade ,Ativa,Unificação de Mantidas,72667,MEDICINA,Bacharelado,Educação Presencial,Em atividade,157,8925,Semestral,12.0 Semestres,124,,,,,,,Visita Obrigatória no Próximo Ato,1079920,SEDE - Praça São Francisco (Ladeira São Francisco),Ladeira de São Francisco,16,,Centro,000000002507507,João Pessoa,PB,11/08/2004,2004-07-12,4,2018,4,316,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1294,CAM,Centro Universitário das Américas,Privada com fins lucrativos,Centro Universitário,Ativa,,1190280,MEDICINA,Bacharelado,Educação Presencial,Em atividade,130,7670,Semestral,12.00 Semestres,130,,,,,,,,1055967,Rua Augusta,Rua Augusta,1520,1508 a ,Consolação,000000003550308,São Paulo,SP,09/02/2015,2014-07-23,5,2014,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
2579,UniAtenas,CENTRO UNIVERSITÁRIO ATENAS,Privada com fins lucrativos,Centro Universitário,Ativa,,90059,MEDICINA,Bacharelado,Educação Presencial,Em atividade,140,9152,Semestral,12.0 Semestres,140,,,,,,,,1038222,Unidade I,Rua Euridamas Avelino de Barros,1.400,,Prado,000000003147006,Paracatu,MG,06/02/2006,2005-12-22,5,2019,4,356,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
322,UNIP,UNIVERSIDADE PAULISTA,Privada com fins lucrativos,Universidade,Ativa,,5001417,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7200,Semestral,12.0 Semestres,100,,,,,,,,1081234,São José do Rio Pardo,Santa Terezinha,160,,Centro,000000003549706,São José do Rio Pardo,SP,Não iniciado,2018-03-07,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1430,,CENTRO UNIVERSITÁRIO INGÁ,Privada sem fins lucrativos,Centro Universitário,Ativa,,5000931,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,8560,Anual,6.00 Anos,100,,,,,,,,1036351,NOVA SEDE,Gleba Ribeirão Morangueiro,21,lote 21,Gleba Morangueiro,000000004115200,Maringá,PR,01/02/2007,2007-01-23,4,2019,3,227,2016,2,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
7,UFSCAR,UNIVERSIDADE FEDERAL DE SÃO CARLOS,Pública Federal,Universidade,Ativa,,90091,MEDICINA,Bacharelado,Educação Presencial,Em atividade,40,9340,Anual,6.0 Anos,40,,,,,,,,1006610,Unidade SEDE,Via Washington  Luis,Km 235,S/Nº,Monjolinho,000000003548906,São Carlos,SP,01/03/2006,2005-12-23,5,2017,4,305,2016,2,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1559,UNESC,CENTRO UNIVERSITÁRIO DO ESPÍRITO SANTO,Privada sem fins lucrativos,Centro Universitário,Ativa,,72663,MEDICINA,Bacharelado,Educação Presencial,Em atividade,160,7200,Semestral,12.0 Semestres,160,,,,,,,,1866,Unidade SEDE,Avenida Fioravante Rossi,2930,,Martinelli,000000003201506,Colatina,ES,14/02/2005,2004-07-12,4,2017,3,231,2016,2,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
3974,FESURV,UNIVERSIDADE DE RIO VERDE,Pública Municipal,Universidade,Ativa,,1342536,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,8700,Semestral,12.00 Semestres,120,,,,,,,,1075417,Universidade de Rio Verde Campus Goianésia,Rua 12,288,,Setor Sul,000000005208608,Goianésia,GO,14/09/2015,2015-06-17,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1563,UNINOVAFAPI,CENTRO UNIVERSITÁRIO UNINOVAFAPI,Privada com fins lucrativos,Centro Universitário,Ativa,,72669,MEDICINA,Bacharelado,Educação Presencial,Em atividade,171,7210,Semestral,12.00 Semestres,171,,,,,,,,658582,CAMPUS - TERESINA - URUGUAI,Rua Vitorino Orthiges Fernandes,6123,,Uruguai,000000002211001,Teresina,PI,27/08/2004,2004-07-12,4,2018,4,311,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1913,UNIFAMINAS,CENTRO UNIVERSITÁRIO FAMINAS,Privada com fins lucrativos,Centro Universitário,Ativa,,1163738,MEDICINA,Bacharelado,Educação Presencial,Em atividade,83,8430,Semestral,12.0 Semestres,83,,,,,,,,658868,CAMPUS UNIVERSITÁRIO,Av Avenida Cristiano Ferreira Varella,655,Rodovia BR 116 Km 701,Universitário,000000003143906,Muriaé,MG,14/07/2014,2013-03-21,4,2012,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
149,FAMERP,FACULDADE DE MEDICINA DE SÃO JOSÉ DO RIO PRETO,Pública Estadual,Faculdade ,Ativa,,4720,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,9600,Anual,6.0 Anos,80,,,,,,,,657750,CAMPUS  - SÃO JOSÉ DO RIO PRETO - VILA SÃO PEDRO,Avenida Brigadeiro Faria Lima,5416,,VILA SÃO PEDRO,000000003549805,São José do Rio Preto,SP,14/02/1968,1968-02-14,,,4,327,2016,3,2016,5,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
750,UnirG,UNIVERSIDADE DE GURUPI,Pública Municipal,Universidade,Ativa,,57852,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,7515,Semestral,12.0 Semestres,120,,,,,,,,1050119,Campus II,AV. Rio de Janeiro,1538,,Setor Central ,000000001709500,Gurupi,TO,01/08/2002,2002-06-21,,,2,185,2016,3,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
5439,UNICEPLAC,CENTRO UNIVERSITÁRIO DO PLANALTO CENTRAL APPARECIDO DOS SANTOS,Privada com fins lucrativos,Centro Universitário,Ativa,,51835,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,7720,Semestral,12.00 Semestres,120,,,,,,,,25918,Unidade Gama,Siga Área Especial No- 02,s/n,Região Administrativa II,Setor Leste Gama,000000005300108,Brasília,DF,02/04/2002,2002-01-18,5,2018,3,250,2016,3,2016,2,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
13040,FACIMPA,FACULDADE DE CIÊNCIAS MÉDICAS DO PARÁ,Privada com fins lucrativos,Faculdade ,Ativa,,1050663,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,7393,Semestral,12.00 Semestres,120,,,,,,,,1040487,Unidade SEDE,Folha 32, quadra especial,,lote 10,Nova Marabá,000000001504208,Marabá,PA,26/09/2019,2019-06-25,3,2011,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
466,UAM,UNIVERSIDADE ANHEMBI MORUMBI,Privada com fins lucrativos,Universidade,Ativa,,100956,MEDICINA,Bacharelado,Educação Presencial,Em atividade,195,7460,Semestral,12.00 Semestres,195,,,,,,,,2503,CAMPUS MOOCA,Rua Dr. Almeida Lima,1124 e 1134,Centro,Brás,000000003550308,São Paulo,SP,02/01/2008,2007-02-05,5,2013,3,282,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1128,UI,UNIVERSIDADE DE ITAÚNA,Privada sem fins lucrativos,Universidade,Ativa,,107766,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,7960,Semestral,12.00 Semestres,100,,,,,,,,658272,CAMPUS  - ITAÚNA - CAMPUS VERDE,Rodovia Mg 431 Km 45,s/n,,Campus Verde,000000003133808,Itaúna,MG,03/12/2007,2007-10-26,4,2018,3,241,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
55,USP,UNIVERSIDADE DE SÃO PAULO,Pública Estadual,Universidade,Ativa,,5000841,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,9585,Semestral,12.0 Semestres,100,,,,,,,,1078743,Faculdade de Medicina de Ribeirão Preto - FMRP,Av. Bandeirantes,3900,Faculdade de Medicina de Ribeirão Preto - USP,Vila Monte Alegre,000000003543402,Ribeirão Preto,SP,17/04/1952,,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
579,UFPB,UNIVERSIDADE FEDERAL DA PARAÍBA,Pública Federal,Universidade,Ativa,,13424,MEDICINA,Bacharelado,Educação Presencial,Em atividade,130,9440,Semestral,12.0 Semestres,130,,,,,,,,1001624,Unidade sede,Cidade Universitária,s/n,Campus I,Castelo Branco,000000002507507,João Pessoa,PB,05/12/1951,1951-12-05,3,2018,3,282,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
693,UNIRIO,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,Pública Federal,Universidade,Ativa,,15783,MEDICINA,Bacharelado,Educação Presencial,Em atividade,160,8145,Semestral,12.0 Semestres,160,,,,,,,,1038192,Campus Mariz e Barros,Rua Mariz e Barros,775,,Tijuca,000000003304557,Rio de Janeiro,RJ,10/04/1912,1912-04-10,4,2019,3,250,2016,3,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
316,UNINOVE,UNIVERSIDADE NOVE DE JULHO,Privada sem fins lucrativos,Universidade,Ativa,,82224,MEDICINA,Bacharelado,Educação Presencial,Em atividade,240,8358,Semestral,12.00 Semestres,240,,,,,,,,706703,UNIDADE VERGUEIRO SEDE,Rua Vergueiro,235,,Liberdade,000000003550308,São Paulo,SP,25/08/2003,2003-07-08,5,2019,4,380,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
22194,,FACULDADE ATENAS SETE LAGOAS,Privada com fins lucrativos,Faculdade ,Ativa,,1399617,MEDICINA,Bacharelado,Educação Presencial,Em atividade,79,9062,Semestral,12.00 Semestres,79,,,,,,,,1081358,Campus Principal,Avenida Prefeito Alberto Moura,6000,,Distrito Industrial,000000003167202,Sete Lagoas,MG,05/03/2018,2018-01-03,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1600,ICS,INSTITUTO DE CIÊNCIAS DA SAÚDE,Privada sem fins lucrativos,Faculdade ,Ativa,,86288,MEDICINA,Bacharelado,Educação Presencial,Em atividade,80,10440,Semestral,12.0 Semestres,80,,,,,,,,658612,Campus JK,Avenida Osmane Barbosa,11.111,,JK,000000003143302,Montes Claros,MG,01/08/2005,2005-06-27,4,2018,3,280,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
22093,Faculdade AGES,Faculdade AGES de Medicina,Privada com fins lucrativos,Faculdade ,Ativa,,1399615,MEDICINA,Bacharelado,Educação Presencial,Em atividade,85,8756,Anual,6.0 Anos,85,,,,,,,,1109812,Faculdade AGES de Medicina,Avenida Universitária,701,Faculdade AGES de Medicina,Pedra Branca,000000002917508,Jacobina,BA,30/11/2017,2017-10-03,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
22121,FCM/TR,Faculdade de Ciências Médicas de Três Rios,Privada com fins lucrativos,Faculdade ,Ativa,,1408504,MEDICINA,Bacharelado,Educação Presencial,Em atividade,50,7960,Semestral,12.00 Semestres,50,,,,,,,,1081256,Campus Principal,Rua Isaltino Silveira,1470,,Cantagalo,000000003306008,Três Rios,RJ,27/08/2018,2018-07-18,,,,,,,,,,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
38,UEPA,UNIVERSIDADE DO ESTADO DO PARÁ,Pública Estadual,Universidade,Ativa,,101228,MEDICINA,Bacharelado,Educação Presencial,Em atividade,20,8400,Anual,6.0 Anos,40,6.0 Anos,0,6.0 Anos,0,,,,1760,Campus XII - Santarém,Avenida Plácido de Castro,1399,,Aparecida,000000001506807,Santarém,PA,15/02/2006,1970-10-08,,,2,171,2010,,,3,2010,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
319,,UNIVERSIDADE BRASIL,Privada sem fins lucrativos,Universidade,Ativa,Sub Judice,65114,MEDICINA,Bacharelado,Educação Presencial,Em extinção,205,7947,Semestral,12.00 Semestres,128,,,,,,,Em Supervisão - Determinação de Providências, Em Supervisão - Medida Cautelar,2457,Campus II - Fernandópolis,Estrada Santa Projetada  ,s/n,Campus VII - Fernandópolis,Faz Sta Rita,000000003515509,Fernandópolis,SP,25/08/2003,2003-07-07,4,2015,4,310,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
93,FMJ,FACULDADE DE MEDICINA DE JUNDIAÍ,Pública Municipal,Faculdade ,Ativa,,4082,MEDICINA,Bacharelado,Educação Presencial,Em atividade,120,10310,Anual,6.0 Anos,120,,,,,,,,657730,CAMPUS  - JUNDIAÍ - VILA ARENS,Rua Francisco Telles,250,,VILA ARENS,000000003525904,Jundiaí,SP,24/03/1969,1968-12-06,,,4,342,2016,4,2016,4,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
1547,ESTÁCIO FMJ,FACULDADE DE MEDICINA ESTÁCIO DE JUAZEIRO DO NORTE,Privada com fins lucrativos,Faculdade ,Ativa,,37304,MEDICINA,Bacharelado,Educação Presencial,Em atividade,100,9724,Semestral,12.0 Semestres,100,,,,,,,,658571,JUAZEIRO DO NORTE,Avenida Tenente Raimundo Rocha,S/N,,Planalto,000000002307304,Juazeiro do Norte,CE,25/10/2000,2000-08-25,4,2016,3,286,2016,4,2016,3,2016,0912M01,Medicina,0912,Medicina,091,Saúde,09,Saúde e bem-estar,
