CO_IES,NO_IES,SG_IES,DS_CATEGORIA_ADM,NO_MUNICIPIO_CAMPUS,SG_UF_CAMPUS,CO_IES_CURSO,NO_CURSO,DS_GRAU,DS_TURNO,TP_MODALIDADE,DS_MOD_CONCORRENCIA,NU_PERCENTUAL_BONUS,QT_VAGAS_CONCORRENCIA,NU_NOTACORTE,QT_INSCRICAO
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Pública Federal,Natal,RN,12345,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,653.73,4
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Pública Federal,Natal,RN,12345,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,734.43,12
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Pública Federal,Natal,RN,12345,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,50,768.12,"1,631"
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Pública Federal,Caicó,RN,1202546,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,719.31,140
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Pública Federal,Caicó,RN,1202546,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,710.62,103
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Pública Federal,Caicó,RN,1202546,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,732.40,160
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Pública Federal,Caicó,RN,1202546,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,745.36,146
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Pública Federal,Caicó,RN,1202546,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,1,627.65,6
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Pública Federal,Caicó,RN,1202546,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,656.27,10
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Pública Federal,Caicó,RN,1202546,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo bônus,"que concluíram o Ensino Fundamental e cursaram todo o Ensino Médio em escolas regulares presenciais, públicas ou privadas, nas microrregiões de Borborema Potiguar-RN, Seridó Ocidental-RN, Seridó Oriental-RN, Agreste Potiguar-RN, Angicos-RN, Serra de Santana-RN, Vale do Açu-RN, Catolé do Rocha-PB, Curimataú Ocidental-PB, Curimataú Oriental-PB, Patos-PB, Seridó Ocidental Paraibano-PB, Seridó Oriental Paraibano-PB ou Sousa-PB, excluídos aqueles que concluíram o Ensino Fundamental e/ou o Ensino Médio por meio de exames supletivos.",20,0,884.92,477
570,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,UFRN,Pública Federal,Caicó,RN,1202546,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,20,884.92,596
589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Pública Federal,Mossoró,RN,1342537,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,715.11,385
589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Pública Federal,Mossoró,RN,1342537,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,715.21,417
589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Pública Federal,Mossoró,RN,1342537,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,723.02,426
589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Pública Federal,Mossoró,RN,1342537,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,739.46,360
589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Pública Federal,Mossoró,RN,1342537,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,1,638.02,13
589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Pública Federal,Mossoró,RN,1342537,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,698.30,12
589,UNIVERSIDADE FEDERAL RURAL DO SEMI-ÁRIDO,UFERSA,Pública Federal,Mossoró,RN,1342537,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,20,753.19,"3,065"
71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,Pública Estadual,Mossoró,RN,72417,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo reserva de vagas,que tenham cursado o ensino fundamental e médio integralmente em escola pública,0.00,12,752.89,890
71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,Pública Estadual,Mossoró,RN,72417,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo reserva de vagas,Cota para candidatos com deficiência,0.00,4,750.65,132
71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,Pública Estadual,Mossoró,RN,72417,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo reserva de vagas,"autodeclarados Pretos, Pardos e Indígenas",0.00,18,769.25,604
71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,Pública Estadual,Mossoró,RN,72417,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo bônus,com requisitos para utilização do Argumento de Inclusão Regional,10,0,844.19,865
71,UNIVERSIDADE DO ESTADO DO RIO GRANDE DO NORTE,UERN,Pública Estadual,Mossoró,RN,72417,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,26,844.19,447
789,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Pública Federal,Boa Vista,RR,16904,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,713.87,517
789,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Pública Federal,Boa Vista,RR,16904,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,714.93,329
789,UNIVERSIDADE FEDERAL DE RORAIMA,UFRR,Pública Federal,Boa Vista,RR,16904,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,8,765.91,"1,101"
582,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,Santa Maria,RS,13866,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,726.36,40
582,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,Santa Maria,RS,13866,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,728.56,31
582,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,Santa Maria,RS,13866,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,7,750.10,138
582,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,Santa Maria,RS,13866,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,7,774.54,136
582,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,Santa Maria,RS,13866,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,1,0.00,0
582,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,Santa Maria,RS,13866,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,662.80,2
582,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,Santa Maria,RS,13866,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,662.42,6
582,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,Santa Maria,RS,13866,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,711.66,8
582,UNIVERSIDADE FEDERAL DE SANTA MARIA,UFSM,Pública Federal,Santa Maria,RS,13866,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,30,781.82,757
634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Pública Federal,Pelotas,RS,14975,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,730.02,256
634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Pública Federal,Pelotas,RS,14975,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,727.50,130
634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Pública Federal,Pelotas,RS,14975,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,746.22,396
634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Pública Federal,Pelotas,RS,14975,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,771.14,398
634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Pública Federal,Pelotas,RS,14975,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,1,649.10,13
634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Pública Federal,Pelotas,RS,14975,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,664.68,6
634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Pública Federal,Pelotas,RS,14975,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,689.80,23
634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Pública Federal,Pelotas,RS,14975,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,683.84,21
634,UNIVERSIDADE FEDERAL DE PELOTAS,UFPEL,Pública Federal,Pelotas,RS,14975,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,20,780.56,"1,347"
15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Pública Federal,Passo Fundo,RS,5001101,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,730.68,146
15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Pública Federal,Passo Fundo,RS,5001101,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,734.26,99
15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Pública Federal,Passo Fundo,RS,5001101,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,6,748.34,687
15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Pública Federal,Passo Fundo,RS,5001101,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,5,768.34,536
15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Pública Federal,Passo Fundo,RS,5001101,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,708.76,18
15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Pública Federal,Passo Fundo,RS,5001101,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,725.34,15
15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Pública Federal,Passo Fundo,RS,5001101,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo reserva de vagas,"que tenham cursado parcialmente o ensino médio em escola pública (pelo menos um ano com aprovação) ou em escolas de direito privado sem fins lucrativos, cujo orçamento da instituição seja proveniente do poder público, em pelo menos 50%.",0.00,1,775.28,107
15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Pública Federal,Passo Fundo,RS,5001101,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo reserva de vagas,"indígenas, condição que deve ser comprovada mediante apresentação do RANI (Registro Administrativo de Nascimento de Indígena) ou declaração atestada pela FUNAI.",0.00,1,701.96,18
15121,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UFFS,Pública Federal,Passo Fundo,RS,5001101,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,1,782.20,239
5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública Federal,Uruguaiana,RS,1342449,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,730.96,212
5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública Federal,Uruguaiana,RS,1342449,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,713.06,60
5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública Federal,Uruguaiana,RS,1342449,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,4,746.14,308
5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública Federal,Uruguaiana,RS,1342449,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,762.66,368
5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública Federal,Uruguaiana,RS,1342449,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,1,676.08,8
5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública Federal,Uruguaiana,RS,1342449,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,642.16,5
5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública Federal,Uruguaiana,RS,1342449,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,698.40,18
5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública Federal,Uruguaiana,RS,1342449,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,1,691.44,24
5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública Federal,Uruguaiana,RS,1342449,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo reserva de vagas,com deficiência (Denominada A1),0.00,1,750.50,46
5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública Federal,Uruguaiana,RS,1342449,MEDICINA,Bacharelado,Integral,Ação afirmativa própria da instituição - tipo reserva de vagas,Negros (pretos ou pardos) (Denominada A2),0.00,1,778.66,100
5322,FUNDAÇÃO UNIVERSIDADE FEDERAL DO PAMPA - UNIPAMPA,UNIPAMPA,Pública Federal,Uruguaiana,RS,1342449,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,13,774.84,"1,224"
581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Pública Federal,Porto Alegre,RS,13723,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas, com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,703.01,124
581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Pública Federal,Porto Alegre,RS,13723,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,725.18,88
581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Pública Federal,Porto Alegre,RS,13723,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,754.38,259
581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Pública Federal,Porto Alegre,RS,13723,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,2,774.14,262
581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Pública Federal,Porto Alegre,RS,13723,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas, que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012)",0.00,3,670.05,23
581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Pública Federal,Porto Alegre,RS,13723,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência autodeclarados pretos, pardos ou indígenas que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,660.36,18
581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Pública Federal,Porto Alegre,RS,13723,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que tenham renda familiar bruta per capita igual ou inferior a 1,5 salário mínimo e que tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,690.40,34
581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Pública Federal,Porto Alegre,RS,13723,MEDICINA,Bacharelado,Integral,Lei nº 12.711/2012 - Lei de cotas,"Candidatos com deficiência que, independentemente da renda (art. 14, II, Portaria Normativa nº 18/2012), tenham cursado integralmente o ensino médio em escolas públicas (Lei nº 12.711/2012).",0.00,3,692.91,26
581,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL,UFRGS,Pública Federal,Porto Alegre,RS,13723,MEDICINA,Bacharelado,Integral,Ampla concorrência,Ampla concorrência,0.00,21,775.95,"1,405"
